2a01:111:f100:7000::6fdd:6cac/128,whitelist,office365,common
2a01:111:f100:7000::6fdd:6cd5/128,whitelist,office365,common
2a01:111:f100:7000::6fdd:6fc4/128,whitelist,office365,common
2a01:111:f100:8000::4134:902e/128,whitelist,office365,common
2a01:111:f100:8000::4134:941b/128,whitelist,office365,common
2a01:111:f100:8001::d5c7:8077/128,whitelist,office365,common
2a01:111:f100:9001::1761:91cb/128,whitelist,office365,common
2a01:111:f100:9001::1761:9642/128,whitelist,office365,common
2a01:111:f100:a000::5ef5:581c/128,whitelist,office365,common
2a01:111:f100:a000::5ef5:6c55/128,whitelist,office365,common
2a01:111:f100:a001::a83f:5c85/128,whitelist,office365,common
2a01:111:f100:a004::bfeb:88cf/128,whitelist,office365,common
2a01:111:f100:a004::bfeb:8aa2/128,whitelist,office365,common
2a01:111:f100:a004::bfeb:8c89/128,whitelist,office365,common
2a01:111:f100:a004::bfeb:8cb8/128,whitelist,office365,common
2a01:111:f100:a004::bfeb:8deb/128,whitelist,office365,common
2a01:111:f102:8001::1761:4237/128,whitelist,office365,common
2a01:111:f102:8001::1761:4daf/128,whitelist,office365,common
2a01:111:f102:8001::1761:4f8a/128,whitelist,office365,common
2a01:111:f400:7c00::/54,whitelist,office365,exchange
2a01:111:f400::/48,whitelist,office365,exchange
2a01:111:f402::/48,whitelist,office365,sharepoint
2a01:111:f403::/48,whitelist,office365,exchange
2a01:111:f404:9401::/64,whitelist,office365,skype
2a01:111:f404:a001::/64,whitelist,office365,skype
2a01:111:f406:1000::/64,whitelist,office365,common
2a01:111:f406:1004::/64,whitelist,office365,common
2a01:111:f406:1801::/64,whitelist,office365,common
2a01:111:f406:1805::/64,whitelist,office365,common
2a01:111:f406:1::/64,whitelist,office365,common
2a01:111:f406:2::/64,whitelist,office365,common
2a01:111:f406:3404::/64,whitelist,office365,common
2a01:111:f406:8000::/64,whitelist,office365,common
2a01:111:f406:8801::/64,whitelist,office365,common
2a01:111:f406:a003::/64,whitelist,office365,common
2a01:111:f406:c00::/64,whitelist,office365,common
