104.146.128.0/17,whitelist,office365,sharepoint
104.210.208.16/29,whitelist,office365,common
104.210.48.8/29,whitelist,office365,common
104.211.16.16/29,whitelist,office365,common
104.211.48.16/29,whitelist,office365,common
104.214.107.57/32,whitelist,office365,common
104.215.11.144/32,whitelist,office365,skype
104.215.62.195/32,whitelist,office365,skype
104.215.96.24/29,whitelist,office365,common
104.41.13.120/29,whitelist,office365,common
104.42.230.91/32,whitelist,office365,common
104.42.72.16/29,whitelist,office365,common
104.44.218.128/25,whitelist,office365,common
104.44.254.128/25,whitelist,office365,common
104.44.255.0/25,whitelist,office365,common
104.45.208.104/29,whitelist,office365,common
104.47.0.0/17,whitelist,office365,exchange
111.221.112.0/21,whitelist,office365,exchange
13.106.4.128/25,whitelist,office365,common
13.106.56.0/25,whitelist,office365,common
13.107.128.0/22,whitelist,office365,exchange
13.107.136.0/22,whitelist,office365,sharepoint
13.107.140.6/32,whitelist,office365,common
13.107.18.10/31,whitelist,office365,exchange
13.107.19.10/31,whitelist,office365,exchange
13.107.3.0/24,whitelist,office365,skype
13.107.6.152/31,whitelist,office365,exchange
13.107.6.156/31,whitelist,office365,common
13.107.6.168/32,whitelist,office365,sharepoint
13.107.6.171/32,whitelist,office365,common
13.107.64.0/18,whitelist,office365,skype
13.107.7.190/31,whitelist,office365,common
13.107.9.152/31,whitelist,office365,exchange
13.107.9.156/31,whitelist,office365,common
13.107.9.168/32,whitelist,office365,sharepoint
13.70.151.216/32,whitelist,office365,skype
13.71.127.197/32,whitelist,office365,skype
13.72.245.115/32,whitelist,office365,skype
13.73.1.120/32,whitelist,office365,skype
13.75.126.169/32,whitelist,office365,skype
13.80.125.22/32,whitelist,office365,common
13.84.178.101/32,whitelist,office365,common
13.89.240.113/32,whitelist,office365,skype
13.91.91.243/32,whitelist,office365,common
131.253.33.215/32,whitelist,office365,exchange
132.245.0.0/16,whitelist,office365,exchange
134.170.116.0/25,whitelist,office365,common
134.170.165.0/25,whitelist,office365,common
134.170.172.128/25,whitelist,office365,common
134.170.200.0/21,whitelist,office365,sharepoint
134.170.208.0/21,whitelist,office365,sharepoint
134.170.67.0/25,whitelist,office365,common
134.170.68.0/23,whitelist,office365,exchange
138.91.237.237/32,whitelist,office365,skype
150.171.32.0/22,whitelist,office365,exchange
150.171.40.0/22,whitelist,office365,sharepoint
157.55.130.0/25,whitelist,office365,common
157.55.145.0/25,whitelist,office365,common
157.55.155.0/25,whitelist,office365,common
157.55.227.192/26,whitelist,office365,common
157.55.234.0/24,whitelist,office365,exchange
157.55.45.128/25,whitelist,office365,common
157.55.59.128/25,whitelist,office365,common
157.56.110.0/23,whitelist,office365,exchange
157.56.112.0/24,whitelist,office365,exchange
157.56.151.0/25,whitelist,office365,common
157.56.232.0/21,whitelist,office365,exchange
157.56.240.0/20,whitelist,office365,exchange
157.56.58.0/25,whitelist,office365,common
191.232.0.0/23,whitelist,office365,sharepoint
191.232.2.128/25,whitelist,office365,common
191.232.96.0/19,whitelist,office365,exchange
191.234.140.0/22,whitelist,office365,exchange
191.237.248.32/29,whitelist,office365,common
191.237.252.192/28,whitelist,office365,common
20.190.128.0/18,whitelist,office365,common
204.79.197.215/32,whitelist,office365,exchange
206.191.224.0/19,whitelist,office365,exchange
207.46.100.0/24,whitelist,office365,exchange
207.46.163.0/24,whitelist,office365,exchange
213.199.154.0/24,whitelist,office365,exchange
23.100.120.64/29,whitelist,office365,common
23.100.16.168/29,whitelist,office365,common
23.100.32.136/29,whitelist,office365,common
23.100.72.32/29,whitelist,office365,common
23.101.165.168/29,whitelist,office365,common
23.101.181.128/29,whitelist,office365,common
23.103.132.0/22,whitelist,office365,exchange
23.103.136.0/21,whitelist,office365,exchange
23.103.144.0/20,whitelist,office365,exchange
23.103.160.0/20,whitelist,office365,exchange
23.103.198.0/23,whitelist,office365,exchange
23.103.200.0/22,whitelist,office365,exchange
23.103.224.0/19,whitelist,office365,exchange
40.104.0.0/15,whitelist,office365,exchange
40.107.0.0/16,whitelist,office365,exchange
40.108.128.0/17,whitelist,office365,sharepoint
40.114.120.16/29,whitelist,office365,common
40.126.0.0/18,whitelist,office365,common
40.69.185.117/32,whitelist,office365,common
40.81.156.154/32,whitelist,office365,common
40.83.127.89/32,whitelist,office365,common
40.90.218.198/32,whitelist,office365,common
40.92.0.0/15,whitelist,office365,exchange
40.96.0.0/13,whitelist,office365,exchange
51.140.155.234/32,whitelist,office365,skype
51.140.203.190/32,whitelist,office365,skype
51.141.51.76/32,whitelist,office365,skype
52.100.0.0/14,whitelist,office365,exchange
52.104.0.0/14,whitelist,office365,sharepoint
52.108.0.0/14,whitelist,office365,common
52.112.0.0/14,whitelist,office365,skype
52.163.126.215/32,whitelist,office365,skype
52.164.121.65/32,whitelist,office365,common
52.164.124.124/32,whitelist,office365,common
52.164.127.6/32,whitelist,office365,common
52.168.128.89/32,whitelist,office365,common
52.170.21.67/32,whitelist,office365,skype
52.172.185.18/32,whitelist,office365,skype
52.174.56.180/32,whitelist,office365,common
52.178.161.139/32,whitelist,office365,skype
52.178.94.2/32,whitelist,office365,skype
52.183.75.62/32,whitelist,office365,common
52.184.165.82/32,whitelist,office365,common
52.225.223.43/32,whitelist,office365,common
52.228.25.96/32,whitelist,office365,skype
52.238.106.116/32,whitelist,office365,common
52.238.119.141/32,whitelist,office365,skype
52.238.78.88/32,whitelist,office365,exchange
52.242.23.189/32,whitelist,office365,skype
52.244.160.207/32,whitelist,office365,skype
52.247.150.191/32,whitelist,office365,common
52.96.0.0/14,whitelist,office365,exchange
65.52.1.16/29,whitelist,office365,common
65.52.193.136/29,whitelist,office365,common
65.54.170.128/25,whitelist,office365,common
65.55.169.0/24,whitelist,office365,exchange
70.37.154.128/25,whitelist,office365,common
